Guid	Qcate	Q	A	Keywords_A	Output_conf	Output
fa2947e5-b371-469f-bcae-af21b38e10c6	text	F-actin and CapZ are both what types of protein?	["Capping protein", "\"F-actin and CapZ are both what types of capping proteins.\"", "\"Both F-actin and CapZ are capping proteins.\"", "\"F-actin and CapZ are both capping proteins.\""]	"a capping protein"	1	["CapCapZ is a capping protein that caps the barbed end of actin filaments in muscle cells.CapZ, also known as CAPZ, CAZ1 and CAPPA1, is a cap protein. Unlike gelsolin and severin this protein does not sever actin filament. The \u03b1 and \u03b2 subunits are similar in structure. CapZ is also a heterodimer"]
dc8fd7dc-3688-484c-9408-400166e8baba	text	Germany's  largest contiguous forested area is part of a reserve where what forms its southern part?	["The Wasgau", "\"Germany's largest contiguous forested area is part of a reserve the Wasgau\"", "\"The Wasgau forms the southern part of the Palatine Forest-North Vosges Biosphere Reserve.\"", "\"Germany's largest contiguous forested area is part of the Franco-German Palatinate Forest-North Vosges Biosphere Reserve, which has the Wasgau forming its southern part.\"", "\"Germany's largest contiguous forested area is part of a reserve where the Wasgau forms its southern part.\"", "\"Germany's largest contiguous forested area is part of a reserve where The Wasgau forms its southern part.\""]	"The Wasgau"	1	["WithWith about 1,771 km 2 (684 sq mi), it is Germany's largest contiguous forested area, and is part of the Franco-German Palatinate Forest-North Vosges Biosphere Reserve. The Wasgau runs from a line between Pirmasens and the Rhine River in the north to the Rhineland in the south. The western and northern part of Palatine is densely forested and mountainous. The Wasigau forms the southern part"]
197e19b0-877e-49c2-b0d6-25912e350dee	text	The river that the Nechako River flows into reaches the sea just south of which city?	["The Nechako River flows into the Fraser River, which reaches the sea just south of Vancouver.", "\"It flows south of Vancouver.\"", "\"The Nechako River flows into the Fraser River which reaches the sea just south of the city of Vancouver.\"", "\"The river that the Nechako River flows into reaches the sea just south of Vancouver.\"", "\"The Nechako River is a tributary of the Fraser River, the longest river within British Columbia, which flows for 1,375 kilometers into the Strait of Georgia just south of the City of Vancouver.\"", "\"The Fraser River reaches the sea just south of Vancouver.\""]	"Vancouver"	1	["The is the longest river in British Columbia. The Fraser River /\u02c8fre\u026az\u0259r/ is the largest river within British Columbia, Canada, rising at Fraser Pass near the town of Nechako, British Columbia"]
c2089ac8-d946-4288-a1e3-787018eefd48	text	The border with what mostly mountainous Central America country is the primary source of military grade weaponry including rocket-propelled grenades?	["Guatemala", "\"The border with the mountainous country Guatemala is the primary source of military grade weaponry including rocket-propelled grenades.\"", "\"The border with Guatemala is the primary source of military grade weaponry such as rocket-propelled grenades.\"", "\"The border with Guatemala is the primary source of  military grade weaponry including rocket-propelled grenades.\"", "\"The border with Guatemala is the primary source of military grade weaponry including rocket-propelled grenades.\"", "\"The main source of military grade equipment, including rocket-propelled grenades, is the border with Guatemala.\""]	"Guatemala"	1	["The is one of the largest countries in the world. The country is located in Central America. Guatemala is mountainous, except for the south coastal area and the vast northern lowlands of Pet\u00e9n department.The border with Guatemala is the primary source of military grade weaponry \u2013 including rocket-propelled grenades, hand grenades, plastic explosives, and grenade launchers \u2013 used by the Mexican drug cartels. The weapons are typically stolen from Central American government munitions stockpiles."]
9d73e503-6324-4fde-a7ea-e26dd716fff2	text	In historical linguistics, (GPL) includes the reconstructed languages in what language group of which English is the most widely spoken?	["\"In historical linguistics, (GPL) includes the reconstructed languages in the Germanic group.\"", "\"In historical linguistics, (GPL) includes the reconstructed languages in the Germanic language group of which English is the most widely spoken.\"", "\"In historical linguistics, (GPL) includes the reconstructed languages in the Germanic group of which English is the most widely spoken.\"", "\"The Germanic parent language includes reconstructed languages from the Germanic group.\"", "\"GPL includes the reconstructed languages in the Germanic group referred to as Pre-Germanic Indo-European (PreGmc), Early Proto-Germanic (EPGmc), and Late Proto-Germanic (LPGmc).\""]	"Germanic group"	1	["The is the most widely spoken Germanic language in the world with an estimated 2 billion speakers. All Germanic languages are derived from Proto-Germanic"]
19921eeb-c4ad-4f08-8160-30287f392ca6	text	The terminus for two of the three Hudson-Bergen Light Rail routes, that also provides a pathway connection to 14th Street along the Hudson River, has how many people using this terminal every day?	["More than 50,000 people use Hoboken Terminal daily.", "\"More than 50,000 people uses the terminal daily.\"", "\"The terminus for two of the three Hudson-Bergen Light Rail routes, that also provides a pathway connection to 14th Street along the Hudson River, has more than 50,000 people using this terminal every day.\"", "\"More than 50,000 people use the Hoboken Terminal each day.\"", "\"More than 50,000 people use this terminal every day.\""]	"More than 50,000"	1	["HHoboken Terminal is the terminus for the Hudson-Bergen Light- and Hudson- Hudson- Bergen Light Rail routes on the west side of the Hudson River in Hoboken Terminal. Light rail platforms are located south of Track 18 and the terminal building, and provide a pathway connection to 14th Street along the Jersey Shore. More than 50,000 people use Hoboken terminal daily, making it the ninth-busiest railroad station in North America. It is also the second"]
93f13ae8-aa54-4cf1-b3b1-c96081875d4f	text	Natural and thermal are both types of what in liquids?	["Convection.", "\"Natural and thermal are both types of convection in liquids\"", "\"Natural and thermal are both types of convection in liquids.\"", "\"They are both convections.\"", "\"Natural and thermal are both types of convection.\""]	"convection"	1	["Natural convection is a type of fluid motion in which some parts of the fluid are lighter than other parts of a fluid are heavier than others in which the fluid is not generated by any external source (like a pump, fan, suction device, etc.)"]
ed3d6f8e-dc84-4491-b094-66125edcf265	text	What wine region covers the entire area of the largest department in metropolitan France?	["The wine region of Bordeaux covers this entire area.", "\"The wine region of Bordeaux covers the entire area of the Gironde department of Aquitaine, the largest department in metropolitan France.\"", "\"Bordeaux covers the entire area of the largest department in metropolitan France.\"", "\"Bordeaux is a wine region that covers Gironde, which is the largest department in metropolitan France.\"", "\"The wine region of Bordeaux covers the entire area of the largest department in metropolitan France.\""]	"Bordeaux"	1	["TheThe wine regions of Bordeaux are a large number of wine growing areas, differing in size and sometimes overlapping, which lie within the overarching wine region of the Gironde department of Aquitaine."]
071c3dcf-7989-4198-b3b2-a97c1c85965a	text	How old was Abu al-Qasim Muhammad ibn Abbad when he declared Seville independent from Córdoban rule?	["Abbad was 39 years-old when he declared Seville independent from C\u00f3rdoban rule.", "\"Abu al-Qasim Muhammad ibn Abbad was about 39 years old when he declared Seville independent from C\u00f3rdoban rule.\"", "\"Abu al-Qasim Muhammad ibn Abbad was 39 years old when he declared Seville independent from C\u00f3rdoban rule.\"", "\"Abu al-Qasim Muhammad ibn Abbad was 39 when he declared Seville independent from C\u00f3rdoban rule.\"", "\"He was 39 years old.\""]	"about 39"	1	["However.However, with the Caliphate of Cordoba losing integrity, the Abbadids, a Sevillan family of Arabic origins, seized control. As a result, later in 1023, Abu al-Qasim Muhammad ibn Abbad declared Seville independent from C\u00f3rdoban rule, establishing the taifa of Seville."]
c59f4019-3d45-4e02-8f2a-3cb2e9e166e1	text	Garwi is what type of language spoken in northern Pakistan's Gilgit Baltistan and Chitral, Northern India's Kashmir Valley and Chenab Valley and parts of Eastern Afghanistan?	["Dardic.", "\"Grawl is a Dardic language which is spoken is parts of Pakistan and Afghanistan.\"", "\"Garwi is a Dardic language spoken in Gilgit Baltistan and Chitral in northern Pakistan, Kashmir Valley and Chenab Valley in northern India, and portions of Eastern Afghanistan.\"", "\"Garwi is an Dardic language spoken in northern Pakistan's Gilgit Baltistan and Chitral, Northern India's Kashmir Valley and Chenab Valley and parts of Eastern Afghanistan\"", "\"Garwi is a Dardic language.\""]	"Dardic language"	1	["Kal.Kalami (\u06a9\u0627\u0644\u0627\u0645\u064a) is a Dardic language spoken in Swat Kohistan (also called Kalam) region in the upper Panjkora river valley of Upper Dir District, Khyber Pakhtunkhwa, Pakistan."]
7a6dacda-461d-433f-938f-34ac846d62f5	text	What Dynasty used Tai Pang Wan to defend against pirates?	["Ming, and others", "\"The Ming Dynasty used Tai Pang Wan to defend against pirates\"", "\"The Ming Dynasty used Tai Pang Wan to defend against pirates.\"", "\"The Ming Dynasty used Tai Pang Wan against pirates.\""]	"the Ming Dynasty"	1	["MMers Bay is a bay in the northeast of the Sai Kung Peninsula of Hong Kong.Mirs Bay (also known as Tai Pang Wan, Dapeng Wan, or Mers Bay) ( traditional Chinese: \u5927\u9d6c\u7063; simplified Chinese: \u4e09\u6e7e) is surrounded by Yantian and Dapheng New District of Shenzhen. The north and east shores are surrounded by mountains. Ping Chau stands in the midst of the"]
