Guid	Qcate	Q	A	Keywords_A	1	Output
7a3f3307-b32c-46b4-b224-cac462986c4b	text	Was the chivalric code introduced before or after the start of the Catholic military orders of the Crusades?	"It came after the start. ""The chivalric code was introduced after the start of the Catholic military orders of the Crusades."" ""The chivalric code was introduced after the start of the Catholic military orders of the Crusades"" ""The Chivalric code was introduced sometime from 1170 to 1220, after the start of the Catholic military orders of the Crusades (1099-1291)."	"""after"""	1	For the medieval religious orders, see Military order (religious society).
d6e0d5aa-1cea-408b-a6a8-bbfddafd3406	text	What causes dry socket?	"Alveolar osteitis, also known as dry socket occurs where the blood clot fails to form or is lost from the socket when a tooth is extracted. ""A dry socket occurs when a blood clot fails to form or is removed from the socket."" ""Dry socket is caused by a blood clot failing to form, or is lost from the socket."" ""The inflammation of the alveolar bone known as alveolar osteitis which usually occurs where the blood clot fails to form or is lost from the socket."" ""Dry socket occurs as a postoperative complication of tooth extraction."" ""A postoperative complication of tooth extraction."	"""blood clot fails to form or is lost from the socket of a pulled tooth"""	1	Alveolar osteitis is inflammation of the alveolar bone.
dd16f4b1-1c4d-4d0e-a656-c2d0be3b9e66	text	Which groups were involved in The Treaty of 1752 and who signed it?	"The Treaty of 1752 was a treaty signed between the Mi'kmaq people of Shubenacadie, Nova Scotia and the governor of Nova Scotia on 22 November 1752 during Father Le Loutre's War. It was created by Edward Cornwallis. ""The Mi'kmaq people of Shubenacadie, Nova Scotia and the governor of Nova Scotia were involved in The Treaty of 1752, and both parties signed it."" ""The treaty involved the Mi'kmaq people of Shubenacadie, Nova Scotia and the governor of Nova Scotia, and it was signed by Jean-Baptiste Cope and Governor Peregrine Hopson."" ""The Mi'kmaq people of Shubenacadie, Nova Scotia the governor of Nova Scotia Peregrine Hopson and Jean-Baptiste Cope were involved in the Treaty of 1752 and it was signed by all of them."" ""The Treaty of 1752 was a treaty signed between the Mi'kmaq people of Shubenacadie, Nova Scotia and the governor of Nova Scotia. The treaty was created by Edward Cornwallis and later signed by Jean-Baptiste Cope and Governor Peregrine Hopson."	"""The Mi'kmaq and the governor of Nova Scotia. Signed by Jean-Baptiste Cope and Governor Peregrine Hopson."""	1	The Mi'kmaq people of Shubenacadie, Nova Scotia and the governor of Nova Scotia signed The Treaty of 1752.
abf89af4-22c5-4c73-b17c-b5a7b2d1a4b3	text	Were Romario Augusto Vieira Nan and Gustavo Daniel Viera Moreira born during the same or different months of the year?	"Different months ""Romario Augusto Vieira Nan and Gustavo Daniel Viera Moreira were born during different months of the year."" ""Romario Augusto Vieira Nan and Gustavo Daniel Viera Moreira were born during different times of the year"" ""They were born during different months."	"""Different months"""	1	Gustavo Daniel Viera Moreira
326d550b-e398-4189-a627-13af68f3765c	text	Who is the brother of Poseidon's Roman equivalent?	"Jupiter is the brother of Neptune. ""Jupiter was the brother of Neptune, who is Poseidon's Roman equivalent."" ""The brothers of Poseidon's Roman equivalent are Jupiter and Dīs Pater."" ""Jupiter is the brother of Neptune, Poseidon's Roman equivalent."" ""Jupiter is the brother of Poseidon's Roman equivalent."" ""The brother of Poseidon's Roman equivalent is Jupiter."	"""Jupiter."""	1	Jupiter
27983487-55c9-4e3f-80f6-958399d20627	text	What family is Hypericum aegypticum part of?	"Hypericaceae ""Hypericum aegypticum is part of the family Hypericaceae."" ""Hypericum aegypticum is part of the Hypericaceae family."" ""Hypericum aegypticum is part of the family Hypericaceae"	"""Hypericaceae"""	1	Hypericum is a genus of flowering plants in the family Hypericaceae.
45dc25cc-abf7-4b38-8918-6e517caf90cf	text	What animal is referred to by both Mysticellus and Microhylidae?	"Both are a frog. ""A frog is the type of animal that is included in both the Mysticellus and the Microhylidae classifications of animals."" ""Narrow-mouthed frogs are referred to as both Mysticellus and Microhylidae."" ""Frogs are referred to by both Mysticellus and Microhylidae."" ""Mysticellus and Microhylidae are both genuses of frogs."" ""The narrow-mouthed frog is referred to by both Mysticellus and Microhylidae."	"""Narrow-mouthed frogs"""	1	Microhylidae, commonly known as narrow-mouthed frogs, are a geographically widespread family of frogs.
0b7da533-e4d1-4d30-a9de-dd4fbbab9d7f	text	What is the month that House Master In One Body debuted and the voice actor from 81 Produce was born?	"December ""House Master In One Body debuted in December and the voice actor from 81 Produce was also born in December."" ""The month of December is the month that House Master In One Body debuted and the voice actor from 81 Produce was born."" ""December was the month that House Master In One Body debuted and the voice actor from 81 Produce was born."" ""House Master In One Body debuted and Tetsuya Kakihara was born in the month of December."" ""December is the month that House Master In One Body debuted and the voice actor from 81 Produce was born."	"""December"""	1	House Master In One Body
6405bee5-3baf-4962-a81a-02688e72bcfe	text	What is Fire controlman and what do fire controlmen do?	"Fire controlman (abbreviated as FC) is a United States Navy occupational rating. Fire controlmen provide system employment recommendations; perform organizational and intermediate maintenance on digital computer equipment, subsystems, and systems; operate and maintain combat and weapons direction systems. ""Fire controlman (abbreviated as FC) is a United States Navy occupational rating; fire controlmen provide system employment recommendations; perform organizational and intermediate maintenance on digital computer equipment, subsystems, and systems; operate and maintain combat and weapons direction systems."" ""The  United States Navy occupational rating called fire controlman provide system employment recommendations."" ""A fire controlman is a United States Navy rating and fire controlmen give system employment recommendations, perform maintenance on equipment and operate and maintain systems."" ""A Fire controlman is a United States Navy occupational ranking; their job is to provide system employment recommendations; perform organizational and intermediate maintenance on digital computer equipment, subsystems, and systems; operate and maintain combat and weapons direction systems."" ""Fire controlman is a United States Navy occupational rating. Fire controlmen provide system employment recommendations; perform organizational and intermediate maintenance on digital computer equipment, subsystems, and systems; operate and maintain combat and weapons direction systems."	"""It's a United States Navy occupational rank, they provide system employment recommendations; perform organizational and intermediate maintenance on digital computer equipment, subsystems, and systems; operate and maintain combat and weapons direction systems"""	1	Fire controlman is a United States Navy occupational rating. Fire controlmen provide system employment recommendations; perform organizational and intermediate maintenance on digital computer equipment, subsystems, and systems; operate and maintain combat and weapons direction systems
bd291968-0c33-4fe3-bf15-311be8598a58	text	If a sailing vessel is to be considered ship-rigged, how many tall vertical spars must the ship have in its sail plan?	"A fully rigged ship has three or more masts in its sail plan. ""A sailing vessel must have at least three tall, vertical spars in its sail plan to be considered ship-rigged."" ""The ship must have three or more masts."" ""If a sailing vessel is to be considered ship-rigged it must have 3 or more masts in its sail plan."" ""If a sailing vessel is to be considered ship-rigged, it must have three or more tall vertical spars in its sail plan."" ""If a sailing vessel is to be considered ship-rigged it must have three tall vertical spars in its sail plan"	"""Three or more"""	1	A full-rigged ship is a sailing vessel's sail plan with three or more masts.
2fac2b00-af7c-48b6-ba43-224bdfadf33e	text	What types of sounds are made using the epiglottis?	"The voiceless epiglottal or pharyngeal trill and the voiced epiglottal affricate are sounds made using the epiglottis. ""Consonantal sounds are made using the epiglottis."" ""The sounds made using the epiglottis include voiced epiglottal affricates, voiced epiglottal fricatives, epiglottal stops and voiceless epiglottal fricatives."" ""Both voiceless and voiced sounds can be made using the epiglottis."" ""The epiglottis is used to make sounds such as the voiceless epiglottal or pharyngeal trill, or voiceless epiglottal fricative, and the voiced epiglottal affricate."	"""pharyngeal trill, or voiceless epiglottal fricative"""	1	The voiceless epiglottal or pharyngeal trill.
95dc7498-1724-4c78-9acb-fd5cec286c8f	text	Where does the assembly of beams that create a rigid structure form into to be supported, referred to as a Munter Point?	"A joint. ""A truss is the assembly of beams that create a rigid structure form into to be supported, also referred to as a Munter Point."" ""The assembly of beams that form a stiff structure to be sustained, known as a Munter Point, is in the joint."" ""The assembly of beams that create a rigid structure form into are supported by joints, referred to as a Munter Point."" ""The joint at which a truss is designed to be supported is commonly referred to as the Munter Point."	"""joint"""	1	A truss is an assembly of beams or other elements that creates a rigid structure.
